,0,1,2,3,4
0,-0.30990785961568096,-0.9792187360790671,1.2163808351311218,1.9939521811560286,4.1672937256184746
1,-0.2823730527813722,-0.8511051106478691,1.1035321791587902,1.8818921966547661,3.878696535977206
2,-0.2511408660568852,-0.6684673825791366,0.9711952681168214,1.8138817449970734,3.62547710400566
3,-0.21263790635199503,-0.49023898216268996,0.8135013278810259,1.65573085249489,3.220097897998615
4,-0.20585993709029718,-0.4700211880678806,0.7870371849804505,1.6102233022568566,3.126574545144993
5,-0.1587478138049689,-0.22634568059537513,0.5911102865885619,1.4572405056266056,2.681394300891442
6,-0.14522670327253306,-0.14997477251302346,0.5341319519381406,1.4235265586569414,2.5664128290177453
7,-0.09986631347107944,0.08723276988011554,0.34518893458291927,1.280337063419855,2.142934723364205
8,-0.073739934429731,0.2173587347942594,0.23711768290394472,1.1875722551294539,1.886113078599997
9,-0.06486692681190329,0.25252477793684336,0.201463187528182,1.141773255069234,1.7809609686641676
10,-0.035923800720903135,0.37862553984492836,0.08383757429954125,1.0104185059177984,1.4605893339068245
11,-0.050360318255055686,0.27964089757876515,0.1466995328759693,1.0187939153704866,1.5487077299537257
12,-0.07065934420045059,0.18305244706313017,0.2301417896038075,1.0980151951920585,1.7572119924970944
13,-0.08337928356601712,0.12646947602537176,0.28197117034384117,1.1538996451516363,1.8956967342196125
14,-0.0980797528350364,0.05776539434963334,0.342255107786254,1.2132425853087263,2.049167326323734
15,-0.10916219535010249,0.004824570781329915,0.3878352827240884,1.2561656760662,2.162590098556684
16,-0.139513802225041,-0.11926408249374057,0.5102385156000471,1.406815841958832,2.514737864795484
17,-0.16388855887309714,-0.24292266870899334,0.6113263496085323,1.4897876909167802,2.749858397272872
18,-0.20011204482804568,-0.47524502152251963,0.7671931242406869,1.5362108263170897,3.0028327097511527
19,-0.21469806202847114,-0.5411222786958206,0.8267415029841153,1.598720954668302,3.1596608837043614
20,-0.25696821999163044,-0.7020049176947629,0.9958242684586909,1.827425250254342,3.6737944616195892
21,-0.28335849775673555,-0.801850091045341,1.1013172835637495,1.9711573486836538,3.9959677156842903
22,-0.3030503201250877,-0.9202390492506123,1.1851313055054493,2.008913190004645,4.149193750631436
23,-0.3074694086898187,-0.9557896997398346,1.2049835695710995,2.0031621481325708,4.165737225686175
24,-0.31489915886511166,-1.0289033609183398,1.2399106987997737,1.9723648649659984,4.167048606311677
25,-0.3190893432748487,-1.0588003623369402,1.2582918453964642,1.9729481993826212,4.190307244843989
